index,x,y,degree
4458,760,435,3
4459,772,433,3
4460,28,435,4
4461,95,435,3
4462,170,434,3
4463,191,435,3
4464,227,436,3
4465,232,434,4
4466,259,434,3
4467,333,435,4
4468,422,435,3
4469,555,435,4
4470,559,436,4
4471,39,437,3
4472,87,436,3
4474,278,438,4
4475,314,435,4
4476,326,436,3
4477,406,435,3
4479,542,437,3
4480,566,436,3
4481,580,436,3
4483,705,436,3
4485,65,437,5
4488,252,439,3
4489,285,436,3
4490,322,440,6
4491,365,437,3
4494,595,438,4
4495,634,436,3
4497,77,439,4
4498,170,439,5
4499,238,438,4
4500,257,437,3
4501,403,438,3
4502,563,437,3
4503,664,438,3
4504,720,439,5
4505,728,438,3
4506,738,439,3
4507,773,437,3
4508,776,437,3
4509,72,439,3
4510,91,439,3
4511,395,440,3
4513,756,438,3
4514,104,440,3
4520,577,441,4
4521,605,440,3
4522,746,440,3
4523,769,439,3
4524,795,440,4
4525,67,443,5
4526,158,445,5
4527,308,442,5
4529,569,441,4
4530,609,440,3
4531,691,442,6
4532,38,442,3
4534,135,442,4
4536,189,442,3
4538,235,441,3
4539,286,442,4
4540,296,442,3
4541,425,442,3
4542,439,443,5
4545,564,442,3
4546,62,443,3
4547,399,444,5
4548,416,443,3
4550,448,445,5
4552,33,443,3
4554,78,444,4
4555,124,444,5
4557,254,445,7
4558,375,447,8
4559,456,446,5
4561,609,446,4
4564,729,444,3
4565,735,444,5
4566,19,444,3
4568,559,444,3
4569,584,446,4
4571,683,444,3
4572,741,446,4
4575,57,446,4
4576,148,446,4
4577,428,446,4
4579,702,446,4
4581,73,446,3
4582,87,446,3
4583,172,447,3
4585,268,447,3
4586,320,448,3
4589,389,447,4
4590,412,447,3
4591,422,447,4
4592,465,446,3
4593,553,449,6
4594,597,449,3
4597,765,447,4
4598,184,447,3
4599,274,451,6
4600,308,450,4
4601,333,448,3
4602,361,447,4
4603,513,448,3
4604,724,449,5
4605,756,448,3
4606,30,453,5
4607,79,449,3
4608,105,452,3
4609,178,449,3
4611,255,450,4
4612,408,448,3
4613,497,449,4
4615,146,450,3
4616,174,449,3
4617,302,450,3
4618,325,450,3
4620,394,450,3
4621,398,449,3
4622,443,449,3
4624,578,450,3
4625,718,450,5
4627,75,454,6
4628,169,450,3
4629,315,450,3
4630,346,450,4
4631,422,452,5
4632,89,452,5
4633,385,453,6
4634,399,452,3
4635,405,457,7
4637,748,453,4
4638,787,452,4
4640,21,453,4
4642,151,453,3
4643,155,452,3
4644,180,456,5
4646,283,452,3
4647,314,453,3
4650,428,454,6
4651,475,453,4
4652,562,453,4
4653,586,453,3
4654,620,453,1
4656,741,453,4
4657,767,454,4
4658,83,453,3
4659,143,454,3
4661,267,455,4
4662,329,454,5
4663,359,454,3
4664,413,454,3
4666,772,453,3
4667,173,456,4
4668,227,454,3
4669,252,456,3
4671,308,456,5
4672,391,455,4
4674,594,454,3
4675,682,455,5
4676,6,455,4
4677,16,455,4
4678,232,456,4
4679,589,456,5
4680,732,456,3
4683,127,462,5
4685,280,456,3
4687,434,456,4
4688,445,457,5
4689,497,457,3
4690,648,457,3
4691,316,458,4
4693,371,458,3
4694,527,459,5
4695,543,457,3
4697,736,457,3
4698,749,461,5
4700,100,461,5
4702,328,459,3
4704,419,460,6
4705,635,459,3
4706,718,459,3
4707,772,461,4
4708,3,460,4
4710,78,459,3
4711,113,459,3
4712,147,459,3
4714,232,459,3
4715,257,460,3
4716,359,461,4
4717,383,460,3
4722,179,463,4
4723,188,462,5
4724,275,464,9
4725,321,460,3
4726,354,460,4
4727,435,463,4
4730,565,461,4
4731,644,460,3
4732,711,461,4
4733,715,460,3
4734,731,461,3
4735,755,460,3
4736,760,460,3
4737,27,461,3
4740,150,461,3
4741,157,461,3
4743,329,462,3
4744,388,463,4
4745,411,462,4
4746,450,462,3
4747,488,462,4
4748,520,462,3
4749,594,462,6
4751,735,462,4
4752,115,462,3
4753,363,464,4
4755,662,465,3
4757,687,463,4
4758,767,464,4
4760,193,464,4
4761,320,465,4
4762,477,464,3
4763,531,463,4
4764,648,465,4
4768,355,465,4
4769,368,465,3
4770,456,468,5
4773,711,465,3
4774,753,464,3
4775,271,467,4
4776,377,472,7
4777,403,466,3
4778,524,465,3
4782,735,466,3
4783,739,466,3
4784,788,470,6
4787,96,467,3
4788,154,467,4
4789,261,466,3
4790,326,466,3
4792,471,467,3
4793,545,466,3
4796,704,468,5
4797,83,468,3
4798,288,469,4
4799,304,467,4
4800,347,468,3
4801,512,467,3
4802,731,468,3
4803,31,469,4
4805,161,470,4
4806,333,471,3
4807,524,469,3
4808,551,468,3
4809,595,469,5
4810,717,469,3
4813,748,470,4
4814,2,470,3
4816,102,470,4
4817,108,469,3
4818,111,471,3
4819,298,470,5
4820,359,469,3
4821,405,471,4
4822,528,469,4
4827,753,471,4
4829,175,473,4
4831,94,474,4
4832,181,472,3
4835,306,473,6
4838,461,471,3
4842,699,472,3
4843,129,472,4
4845,453,472,4
4848,759,472,3
4850,279,474,3
4851,301,474,3
4853,422,474,3
4854,441,474,3
4855,694,474,3
4857,87,475,3
4859,200,476,3
4861,274,474,4
4863,446,474,3
4866,720,476,5
4868,107,477,4
4870,186,479,7
4873,517,475,3
4875,701,476,3
4878,144,477,3
4879,170,477,4
4880,258,477,3
4881,315,481,4
4885,549,478,4
4887,748,477,4
4890,433,478,3
4892,541,480,4
4895,612,478,5
4896,754,478,4
4897,796,478,4
4898,2,478,3
4901,164,478,3
4902,283,479,3
4903,296,478,3
4904,348,479,3
4906,427,478,3
4907,726,478,4
4909,744,478,3
4912,94,482,3
4914,340,480,3
4915,420,480,4
4916,457,479,3
4919,522,480,4
4922,694,481,4
4924,148,480,4
4929,581,480,4
4930,598,484,5
4931,707,480,3
4932,224,483,5
4934,607,481,3
4935,711,481,3
4937,113,483,3
4940,259,483,3
4941,283,483,4
4943,354,482,4
4944,438,486,3
4946,604,483,3
4947,683,483,3
4948,719,482,3
4949,728,482,3
4950,759,482,3
4951,769,485,6
4956,294,484,3
4957,412,486,5
4961,749,484,3
4962,795,484,3
4963,120,484,3
4964,142,485,4
4965,173,486,3
4966,207,486,4
4967,448,486,4
4968,456,486,4
4969,500,487,4
4971,608,485,6
4972,378,486,3
4973,401,488,5
4974,421,486,3
4977,590,485,3
4978,705,486,3
4979,714,488,8
4980,721,486,3
4983,175,490,5
4984,286,486,3
4986,487,488,4
4988,636,486,4
4990,728,488,4
4993,135,487,4
4994,196,489,4
4996,328,487,4
4997,462,487,3
4999,678,487,3
5000,700,487,3
5001,743,487,4
5004,158,490,4
5005,217,488,3
5008,606,489,3
5012,286,490,3
5013,392,489,3
5014,738,489,3
5015,752,491,5
5017,118,491,3
5018,167,491,5
5019,206,490,3
5020,333,490,3
5021,448,492,3
5022,470,496,6
5023,480,490,3
5025,700,491,3
5026,144,491,3
5027,213,492,4
5029,236,492,3
5030,290,491,3
5031,327,491,3
5032,373,491,3
5033,495,492,4
5036,745,492,3
5037,764,492,3
5039,135,495,3
5040,148,493,4
5041,316,493,4
5044,441,493,3
5045,459,496,7
5046,574,492,4
5047,599,493,3
5050,738,493,3
5053,232,493,3
5054,283,494,3
5055,430,496,4
5056,478,493,3
5057,484,494,4
5058,490,495,4
5059,528,493,3
5060,535,494,5
5061,668,494,5
5062,788,493,1
5065,248,494,3
5066,330,496,6
5067,374,496,4
5068,540,494,3
5069,608,496,4
5072,187,495,3
5073,287,496,3
5074,345,496,3
5075,363,496,3
5076,402,498,4
5077,575,498,3
5079,765,497,4
5080,369,499,5
5082,480,497,4
5083,497,498,4
5084,601,497,3
5085,684,497,4
5086,696,497,3
5087,707,496,3
5088,732,498,3
5092,152,498,3
5093,156,498,4
5094,187,499,4
5095,249,498,3
5097,339,497,3
5098,393,499,3
5099,505,499,5
5100,508,497,4
5101,596,498,4
5103,112,498,3
5104,198,500,3
5105,244,504,7
5106,265,498,3
5109,424,499,3
5112,144,500,3
5115,447,500,3
5117,687,500,3
5118,697,500,3
5119,757,500,3
5121,54,500,4
5122,162,500,3
5123,191,500,3
5124,294,501,4
5125,513,501,3
5126,564,502,4
5127,731,504,6
5128,100,502,1
5129,234,503,3
5131,325,502,3
5132,339,502,3
5133,350,502,4
5134,430,502,3
5136,654,502,3
5140,377,502,4
5141,426,502,3
5143,402,504,3
5144,446,505,4
5145,716,504,3
5149,138,504,4
5150,142,505,3
5152,408,504,4
5153,431,505,3
5154,508,504,4
5155,579,505,3
5156,635,506,3
5157,159,505,3
5158,348,505,3
5159,398,505,3
5162,455,506,3
5163,463,507,3
5164,479,506,3
5166,678,511,8
5168,345,506,3
5169,472,506,3
5171,540,506,4
5178,769,510,4
5183,159,508,3
5184,175,507,3
5185,263,508,3
5187,410,508,4
5188,421,509,4
5189,438,509,5
5190,483,507,3
5191,499,507,3
5195,722,507,3
5198,145,508,3
5201,351,508,3
5202,366,510,3
5209,218,511,3
5211,261,509,3
5213,346,511,4
5214,494,510,3
5218,269,510,3
5221,399,510,3
5222,430,511,3
5224,491,510,3
5229,722,512,4
5233,237,511,4
5234,377,512,3
5235,390,512,4
5236,443,511,3
5237,446,514,5
5238,466,512,3
5240,729,511,3
5241,749,511,3
5243,166,512,4
5244,260,512,3
5245,483,513,3
5246,497,513,3
5249,210,515,3
5251,275,514,3
5252,340,514,4
5253,433,513,3
5254,440,513,3
5255,512,514,4
5257,659,515,3
5258,744,516,4
5264,268,515,3
5265,408,516,3
5268,68,516,4
5270,198,515,3
5271,205,515,3
5272,384,516,4
5276,698,516,4
5277,757,517,5
5278,795,518,3
5282,379,516,3
5283,388,517,3
5290,764,516,3
5291,72,517,3
5294,255,517,3
5295,272,519,4
5297,344,517,4
5298,362,521,5
5299,442,517,3
5300,499,518,4
5301,515,520,4
5304,396,519,3
5305,474,518,3
5307,281,521,3
5308,412,520,3
5310,470,520,3
5313,696,519,3
5319,243,522,3
5320,392,520,3
5321,464,520,3
5322,499,521,3
5324,736,521,3
5327,178,521,3
5328,384,522,3
5329,441,522,3
5332,679,522,3
5333,732,521,3
5335,768,522,3
5339,328,522,4
5340,406,523,3
5341,477,522,3
5342,703,525,6
5344,725,523,3
5348,391,523,3
5349,435,523,3
5350,457,523,4
5351,480,523,3
5352,690,527,5
5353,738,524,4
5355,79,524,3
5357,210,527,4
5361,443,526,3
5362,485,525,4
5363,500,525,3
5365,708,524,4
5367,285,528,4
5368,372,527,5
5369,394,526,4
5370,473,528,6
5371,507,527,3
5374,381,527,3
5378,653,526,3
5379,678,528,3
5380,683,526,3
5392,635,528,3
5396,238,530,4
5397,361,529,3
5399,498,528,3
5400,513,530,4
5403,761,529,4
5407,279,530,3
5414,177,530,3
